"BOSTON, MA",BOS,"CHICAGO, IL",ORD,09:45 AM,11:23 AM,2h38m,1986,739
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,10:51 AM,12:50 PM,2h59m,1464,320
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,11:04 AM,12:48 PM,2h44m,1142,739
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,11:10 AM,12:50 PM,2h40m,674,320
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,11:13 AM,01:04 PM,2h51m,1657,320
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,11:18 AM,01:10 PM,2h52m,1657,739
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,01:05 PM,02:57 PM,2h52m,1657,738
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,01:12 PM,02:57 PM,2h45m,1753,739
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,02:48 PM,04:53 PM,3h05m,730,319
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,04:28 PM,06:22 PM,2h54m,599,738
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,04:33 PM,06:28 PM,2h55m,730,320
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,04:33 PM,06:29 PM,2h56m,1164,738
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,06:00 PM,07:54 PM,2h54m,439,739
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,06:13 PM,07:59 PM,2h46m,1110,739
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,07:38 PM,09:35 PM,2h57m,714,739
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,07:54 PM,09:40 PM,2h46m,439,320
"BOSTON, MA",BOS,"CHICAGO, IL",ORD,07:54 PM,09:45 PM,2h51m,1271,73G
"BOSTON, MA",BOS,"DENVER, CO",DEN,07:40 AM,10:20 AM,4h40m,339,739
"BOSTON, MA",BOS,"DENVER, CO",DEN,07:45 AM,10:20 AM,4h35m,1524,738
"BOSTON, MA",BOS,"DENVER, CO",DEN,11:24 AM,02:10 PM,4h46m,652,320
"BOSTON, MA",BOS,"DENVER, CO",DEN,11:35 AM,02:09 PM,4h34m,593,320
"BOSTON, MA",BOS,"DENVER, CO",DEN,11:41 AM,02:17 PM,4h36m,1905,73G
"BOSTON, MA",BOS,"DENVER, CO",DEN,02:35 PM,05:40 PM,5h05m,448,320
"BOSTON, MA",BOS,"DENVER, CO",DEN,03:40 PM,06:10 PM,4h30m,448,320
"BOSTON, MA",BOS,"DENVER, CO",DEN,03:40 PM,06:12 PM,4h32m,1187,738
"BOSTON, MA",BOS,"DENVER, CO",DEN,06:35 PM,09:16 PM,4h41m,593,73G
"BOSTON, MA",BOS,"DENVER, CO",DEN,06:49 PM,09:25 PM,4h36m,1400,739
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,06:20 AM,09:50 AM,4h30m,1055,73G
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,06:20 AM,09:50 AM,4h30m,1491,739
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,06:54 AM,10:24 AM,4h30m,1254,739
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,06:54 AM,10:24 AM,4h30m,1457,73G
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,07:20 AM,10:28 AM,4h08m,598,320
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,07:20 AM,10:30 AM,4h10m,1564,739
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,08:15 AM,11:45 AM,4h30m,676,739
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,08:15 AM,11:45 AM,4h30m,1254,73G
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,08:40 AM,11:53 AM,4h13m,1090,739
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,10:00 AM,01:38 PM,4h38m,1034,319
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,10:00 AM,01:27 PM,4h27m,1153,739
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,10:01 AM,01:13 PM,4h12m,676,320
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,10:25 AM,01:39 PM,4h14m,1020,738
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,11:40 AM,02:47 PM,4h07m,459,320
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,12:40 PM,04:21 PM,4h41m,1233,319
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,12:53 PM,04:23 PM,4h30m,369,738
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,12:53 PM,04:23 PM,4h30m,1902,738
"BOSTON, MA",BOS,"HOUSTON, TX",IAH,04:43 PM,08:10 PM,4h27m,1248,739
"BOSTON, MA",BOS,"LOS ANGELES, CA",LAX,06:02 AM,09:30 AM,6h28m,1038,739
"BOSTON, MA",BOS,"LOS ANGELES, CA",LAX,06:22 AM,09:50 AM,6h28m,1431,739
"BOSTON, MA",BOS,"LOS ANGELES, CA",LAX,06:07 PM,09:40 PM,6h33m,717,753
"BOSTON, MA",BOS,"LOS ANGELES, CA",LAX,06:18 PM,09:27 PM,6h09m,1553,739
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,05:55 AM,07:15 AM,1h20m,1078,738
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,06:02 AM,07:34 AM,1h32m,1078,73G
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,06:30 AM,07:50 AM,1h20m,1815,739
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,06:57 AM,08:21 AM,1h24m,1928,738
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,07:00 AM,08:30 AM,1h30m,1763,320
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,07:30 AM,08:53 AM,1h23m,447,319
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,07:49 AM,09:13 AM,1h24m,700,73G
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,07:55 AM,09:19 AM,1h24m,1710,738
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,08:08 AM,09:31 AM,1h23m,1504,738
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,08:55 AM,10:18 AM,1h23m,700,320
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,09:05 AM,10:29 AM,1h24m,1527,73G
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,09:40 AM,11:03 AM,1h23m,1493,753
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,09:44 AM,11:08 AM,1h24m,1710,320
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,10:57 AM,12:22 PM,1h25m,1710,739
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,10:59 AM,12:23 PM,1h24m,676,320
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,01:20 PM,02:53 PM,1h33m,1576,739
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,02:28 PM,04:03 PM,1h35m,1495,73G
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,02:53 PM,04:33 PM,1h40m,1139,319
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,03:12 PM,04:39 PM,1h27m,240,320
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,03:53 PM,05:29 PM,1h36m,1710,73G
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,03:53 PM,05:29 PM,1h36m,1946,73G
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,04:58 PM,06:34 PM,1h36m,1946,739
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,06:20 PM,07:58 PM,1h38m,1116,738
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,07:22 PM,09:00 PM,1h38m,1116,738
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,08:00 PM,09:31 PM,1h31m,1634,738
"BOSTON, MA",BOS,"NEW YORK/NEWARK, NJ",EWR,08:35 PM,10:15 PM,1h40m,1634,319
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,06:07 AM,09:42 AM,6h35m,433,753
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,06:10 AM,09:38 AM,6h28m,1122,739
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,07:10 AM,10:42 AM,6h32m,1961,753
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,07:33 AM,11:30 AM,6h57m,207,738
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,07:35 AM,11:32 AM,6h57m,1070,738
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,07:35 AM,11:32 AM,6h57m,1917,738
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,09:00 AM,12:39 PM,6h39m,809,753
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,09:00 AM,12:28 PM,6h28m,1272,738
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,10:41 AM,02:40 PM,6h59m,477,738
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,11:05 AM,02:33 PM,6h28m,1292,738
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,11:42 AM,03:41 PM,6h59m,477,738
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,02:53 PM,06:29 PM,6h36m,1523,738
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,02:57 PM,06:44 PM,6h47m,1572,738
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,05:50 PM,09:29 PM,6h39m,503,753
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,06:03 PM,09:50 PM,6h47m,1917,738
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,06:05 PM,09:44 PM,6h39m,1077,738
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,07:10 PM,10:32 PM,6h22m,1070,753
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,08:20 PM,11:48 PM,6h28m,1414,738
"BOSTON, MA",BOS,"SAN FRANCISCO, CA",SFO,08:43 PM,12:42 AM,6h59m,1077,738
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,05:40 AM,07:27 AM,1h47m,389,739
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,05:40 AM,07:27 AM,1h47m,1694,739
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,05:45 AM,07:20 AM,1h35m,1629,739
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,05:58 AM,07:45 AM,1h47m,1154,738
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,08:35 AM,10:21 AM,1h46m,525,739
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,09:34 AM,11:14 AM,1h40m,1408,753
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,09:35 AM,11:21 AM,1h46m,340,739
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,01:57 PM,03:44 PM,1h47m,511,739
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,02:33 PM,04:20 PM,1h47m,340,739
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,02:33 PM,04:20 PM,1h47m,1694,738
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,02:41 PM,04:27 PM,1h46m,525,320
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,06:35 PM,08:17 PM,1h42m,363,739
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,07:39 PM,09:24 PM,1h45m,1666,739
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,08:04 PM,09:45 PM,1h41m,363,320
"BOSTON, MA",BOS,"WASHINGTON, DC",IAD,09:00 PM,10:45 PM,1h45m,1666,739
"BOZEMAN, MT",BZN,"DENVER, CO",DEN,06:20 AM,08:10 AM,1h50m,1529,319
"BOZEMAN, MT",BZN,"DENVER, CO",DEN,07:10 AM,09:00 AM,1h50m,491,319
"BOZEMAN, MT",BZN,"DENVER, CO",DEN,02:34 PM,04:15 PM,1h41m,289,320
"BOZEMAN, MT",BZN,"DENVER, CO",DEN,02:40 PM,04:21 PM,1h41m,1529,319
"BRUSSELS, BELGIUM",BRU,"CHICAGO, IL",ORD,10:05 AM,01:30 PM,9h25m,973,763
"BRUSSELS, BELGIUM",BRU,"NEW YORK/NEWARK, NJ",EWR,10:00 AM,12:20 PM,8h20m,998,777
"BRUSSELS, BELGIUM",BRU,"WASHINGTON, DC",IAD,12:00 PM,02:30 PM,8h30m,951,777
"BUENOS AIRES, ARGENTINA",EZE,"HOUSTON, TX",IAH,09:00 PM,05:40 AM,10h40m,818,763
"BUFFALO, NY",BUF,"CHICAGO, IL",ORD,06:05 AM,06:48 AM,1h43m,1884,739
"BUFFALO, NY",BUF,"CHICAGO, IL",ORD,07:16 AM,07:59 AM,1h43m,1659,739
"BUFFALO, NY",BUF,"CHICAGO, IL",ORD,07:26 AM,08:15 AM,1h49m,1481,73G
"BUFFALO, NY",BUF,"CHICAGO, IL",ORD,02:06 PM,02:58 PM,1h52m,1112,73G
"BUFFALO, NY",BUF,"CHICAGO, IL",ORD,05:20 PM,06:17 PM,1h57m,483,73G
"BUFFALO, NY",BUF,"CHICAGO, IL",ORD,05:29 PM,06:15 PM,1h46m,1481,738
"BURBANK, CA",BUR,"SAN FRANCISCO, CA",SFO,12:53 PM,02:14 PM,1h21m,317,320
"BURLINGTON, VT",BTV,"CHICAGO, IL",ORD,06:45 AM,08:24 AM,2h39m,219,319
"BURLINGTON, VT",BTV,"CHICAGO, IL",ORD,08:30 AM,10:04 AM,2h34m,1402,320
"BURLINGTON, VT",BTV,"CHICAGO, IL",ORD,09:40 AM,11:05 AM,2h25m,616,319
"CALGARY, AB CANADA",YYC,"CHICAGO, IL",ORD,08:20 AM,12:50 PM,3h30m,657,319
"CALGARY, AB CANADA",YYC,"CHICAGO, IL",ORD,08:20 AM,12:50 PM,3h30m,661,319
"CALGARY, AB CANADA",YYC,"DENVER, CO",DEN,06:00 AM,08:39 AM,2h39m,574,319
"CALGARY, AB CANADA",YYC,"DENVER, CO",DEN,11:10 AM,01:39 PM,2h29m,590,319
"CALGARY, AB CANADA",YYC,"HOUSTON, TX",IAH,06:00 AM,11:12 AM,4h12m,1599,739
"CALGARY, AB CANADA",YYC,"HOUSTON, TX",IAH,06:45 AM,11:46 AM,4h01m,1083,739
"CALGARY, AB CANADA",YYC,"HOUSTON, TX",IAH,06:45 AM,11:46 AM,4h01m,1999,73G
"CALGARY, AB CANADA",YYC,"HOUSTON, TX",IAH,12:15 PM,05:24 PM,4h09m,1789,739
"CALGARY, AB CANADA",YYC,"HOUSTON, TX",IAH,01:10 PM,06:15 PM,4h05m,251,320
"CALGARY, AB CANADA",YYC,"HOUSTON, TX",IAH,05:14 PM,10:14 PM,4h00m,1607,73G
"CANCUN, MEXICO",CUN,"CHICAGO, IL",ORD,12:27 PM,04:22 PM,3h55m,1196,739
"CANCUN, MEXICO",CUN,"CHICAGO, IL",ORD,01:30 PM,05:25 PM,3h55m,1655,739
"CANCUN, MEXICO",CUN,"CHICAGO, IL",ORD,01:45 PM,04:40 PM,3h55m,1196,739
"CANCUN, MEXICO",CUN,"CHICAGO, IL",ORD,02:50 PM,05:45 PM,2h55m,1655,739
"CANCUN, MEXICO",CUN,"CLEVELAND, OH",CLE,10:51 AM,03:26 PM,3h35m,1037,738
"CANCUN, MEXICO",CUN,"CLEVELAND, OH",CLE,12:00 PM,03:35 PM,2h35m,1037,738
"CANCUN, MEXICO",CUN,"DENVER, CO",DEN,12:27 PM,03:47 PM,4h20m,1132,739
"CANCUN, MEXICO",CUN,"DENVER, CO",DEN,01:55 PM,05:15 PM,4h20m,1691,738
"CANCUN, MEXICO",CUN,"DENVER, CO",DEN,03:50 PM,07:05 PM,4h15m,1691,739
"CANCUN, MEXICO",CUN,"HOUSTON, TX",IAH,06:00 AM,08:22 AM,2h22m,1011,739
"CANCUN, MEXICO",CUN,"HOUSTON, TX",IAH,06:00 AM,08:30 AM,2h30m,1620,739
"CANCUN, MEXICO",CUN,"HOUSTON, TX",IAH,08:00 AM,09:30 AM,2h30m,1011,739
"CANCUN, MEXICO",CUN,"HOUSTON, TX",IAH,08:01 AM,10:23 AM,2h22m,1001,739
"CANCUN, MEXICO",CUN,"HOUSTON, TX",IAH,10:50 AM,01:13 PM,2h23m,1059,739
"CANCUN, MEXICO",CUN,"HOUSTON, TX",IAH,12:15 PM,02:38 PM,2h23m,1015,739
"CANCUN, MEXICO",CUN,"HOUSTON, TX",IAH,01:55 PM,04:25 PM,2h30m,1017,739
"CANCUN, MEXICO",CUN,"HOUSTON, TX",IAH,03:00 PM,05:30 PM,2h30m,1019,739
"CANCUN, MEXICO",CUN,"HOUSTON, TX",IAH,04:25 PM,06:55 PM,2h30m,1056,739
"CANCUN, MEXICO",CUN,"HOUSTON, TX",IAH,05:13 PM,07:36 PM,2h23m,1058,738
"CANCUN, MEXICO",CUN,"HOUSTON, TX",IAH,06:15 PM,07:45 PM,2h30m,1058,739
"CANCUN, MEXICO",CUN,"HOUSTON, TX",IAH,06:15 PM,07:45 PM,2h30m,1058,738
"CANCUN, MEXICO",CUN,"LOS ANGELES, CA",LAX,07:58 AM,11:23 AM,5h25m,1653,739
"CANCUN, MEXICO",CUN,"LOS ANGELES, CA",LAX,05:00 PM,08:25 PM,5h25m,1277,739
"CANCUN, MEXICO",CUN,"NEW YORK/NEWARK, NJ",EWR,12:00 PM,04:55 PM,3h55m,1047,739
"CANCUN, MEXICO",CUN,"NEW YORK/NEWARK, NJ",EWR,01:10 PM,04:58 PM,3h48m,1047,739
"CANCUN, MEXICO",CUN,"NEW YORK/NEWARK, NJ",EWR,01:30 PM,06:25 PM,3h55m,1049,739
"CANCUN, MEXICO",CUN,"NEW YORK/NEWARK, NJ",EWR,02:35 PM,06:18 PM,3h43m,1049,739
"CANCUN, MEXICO",CUN,"NEW YORK/NEWARK, NJ",EWR,02:55 PM,07:45 PM,3h50m,1051,739
"CANCUN, MEXICO",CUN,"NEW YORK/NEWARK, NJ",EWR,07:00 PM,11:55 PM,3h55m,1053,739
"CANCUN, MEXICO",CUN,"NEW YORK/NEWARK, NJ",EWR,08:08 PM,11:58 PM,3h50m,1053,739
"CANCUN, MEXICO",CUN,"SAN FRANCISCO, CA",SFO,07:00 AM,11:10 AM,6h10m,1159,739
"CANCUN, MEXICO",CUN,"SAN FRANCISCO, CA",SFO,04:59 PM,09:09 PM,6h10m,1118,739
"CANCUN, MEXICO",CUN,"WASHINGTON, DC",IAD,11:55 AM,04:10 PM,3h15m,1694,739
"CANCUN, MEXICO",CUN,"WASHINGTON, DC",IAD,03:50 PM,08:15 PM,3h25m,1133,739
"CARACAS, VENEZUELA",CCS,"HOUSTON, TX",IAH,08:30 AM,01:25 PM,5h25m,1045,73G
"CHARLESTON, SC",CHS,"CHICAGO, IL",ORD,09:45 AM,11:05 AM,2h20m,441,319
"CHARLESTON, SC",CHS,"CHICAGO, IL",ORD,10:12 AM,11:35 AM,2h23m,202,319
"CHARLESTON, SC",CHS,"HOUSTON, TX",IAH,06:41 PM,08:25 PM,2h44m,783,319
"CHARLOTTE, NC",CLT,"CHICAGO, IL",ORD,07:00 AM,08:10 AM,2h10m,791,319
"CHARLOTTE, NC",CLT,"CHICAGO, IL",ORD,07:00 AM,08:06 AM,2h06m,1163,73G
"CHARLOTTE, NC",CLT,"CHICAGO, IL",ORD,10:06 AM,11:10 AM,2h04m,521,319
"CHARLOTTE, NC",CLT,"CHICAGO, IL",ORD,10:24 AM,11:30 AM,2h06m,1196,73G
"CHARLOTTE, NC",CLT,"CHICAGO, IL",ORD,05:35 PM,06:40 PM,2h05m,555,320
"CHARLOTTE, NC",CLT,"NEW YORK/NEWARK, NJ",EWR,05:01 PM,06:58 PM,1h57m,1505,319
"CHARLOTTE, NC",CLT,"WASHINGTON, DC",IAD,06:00 AM,07:21 AM,1h21m,550,320
"CHENGDU, CHINA",CTU,"SAN FRANCISCO, CA",SFO,09:50 AM,07:55 AM,13h05m,8,788
"CHENGDU, CHINA",CTU,"SAN FRANCISCO, CA",SFO,10:55 AM,08:35 AM,12h40m,8,788
"CHICAGO, IL",ORD,"ALBANY, NY",ALB,01:04 PM,04:05 PM,2h01m,793,738
"CHICAGO, IL",ORD,"ALBANY, NY",ALB,01:13 PM,04:14 PM,2h01m,211,738
"CHICAGO, IL",ORD,"ALBANY, NY",ALB,01:13 PM,04:14 PM,2h01m,1832,738
"CHICAGO, IL",ORD,"ALBANY, NY",ALB,01:24 PM,04:22 PM,1h58m,1212,73G
"CHICAGO, IL",ORD,"ALBANY, NY",ALB,05:45 PM,08:45 PM,2h00m,619,319
"CHICAGO, IL",ORD,"ALBANY, NY",ALB,05:45 PM,08:48 PM,2h03m,793,319
"CHICAGO, IL",ORD,"ALBANY, NY",ALB,06:35 PM,09:36 PM,2h01m,1454,739
"CHICAGO, IL",ORD,"ALBANY, NY",ALB,06:50 PM,09:49 PM,1h59m,619,739
"CHICAGO, IL",ORD,"ALBANY, NY",ALB,09:15 PM,12:14 AM,1h59m,330,739
"CHICAGO, IL",ORD,"ALBANY, NY",ALB,09:15 PM,12:14 AM,1h59m,1072,739
"CHICAGO, IL",ORD,"ALBUQUERQUE, NM",ABQ,09:31 AM,11:39 AM,3h08m,236,319
"CHICAGO, IL",ORD,"ALBUQUERQUE, NM",ABQ,09:31 AM,11:32 AM,3h01m,547,320
"CHICAGO, IL",ORD,"ALBUQUERQUE, NM",ABQ,09:31 AM,11:33 AM,3h02m,1841,73G
"CHICAGO, IL",ORD,"AMSTERDAM, NETHERLANDS",AMS,06:00 PM,08:15 AM,7h15m,909,763
"CHICAGO, IL",ORD,"ANCHORAGE, AK",ANC,04:15 PM,08:15 PM,7h00m,1280,738
"CHICAGO, IL",ORD,"ANCHORAGE, AK",ANC,06:35 PM,10:35 PM,7h00m,1280,738
"CHICAGO, IL",ORD,"ARUBA-ORANJESTAD, ARUBA",AUA,09:06 AM,04:16 PM,5h10m,1260,739
"CHICAGO, IL",ORD,"ATLANTA, GA",ATL,06:00 AM,09:04 AM,2h04m,421,320
"CHICAGO, IL",ORD,"ATLANTA, GA",ATL,06:10 AM,09:10 AM,2h00m,1521,73G
"CHICAGO, IL",ORD,"ATLANTA, GA",ATL,08:15 AM,11:13 AM,1h58m,502,319
"CHICAGO, IL",ORD,"ATLANTA, GA",ATL,02:03 PM,05:13 PM,2h10m,674,319
"CHICAGO, IL",ORD,"ATLANTA, GA",ATL,02:03 PM,05:13 PM,2h10m,1091,738
"CHICAGO, IL",ORD,"ATLANTA, GA",ATL,05:21 PM,08:26 PM,2h05m,421,319
"CHICAGO, IL",ORD,"ATLANTA, GA",ATL,05:34 PM,08:35 PM,2h01m,425,320
"CHICAGO, IL",ORD,"ATLANTA, GA",ATL,05:34 PM,08:38 PM,2h04m,1529,739
"CHICAGO, IL",ORD,"ATLANTA, GA",ATL,08:53 PM,11:56 PM,2h03m,474,319
"CHICAGO, IL",ORD,"AUSTIN, TX",AUS,12:21 PM,03:23 PM,3h02m,455,73G
"CHICAGO, IL",ORD,"AUSTIN, TX",AUS,12:24 PM,03:13 PM,2h49m,1862,739
"CHICAGO, IL",ORD,"AUSTIN, TX",AUS,03:50 PM,06:47 PM,2h57m,239,319
"CHICAGO, IL",ORD,"AUSTIN, TX",AUS,04:00 PM,06:42 PM,2h42m,552,320
"CHICAGO, IL",ORD,"AUSTIN, TX",AUS,07:16 PM,10:11 PM,2h55m,537,319
"CHICAGO, IL",ORD,"AUSTIN, TX",AUS,07:16 PM,10:06 PM,2h50m,1529,73G
"CHICAGO, IL",ORD,"AUSTIN, TX",AUS,07:16 PM,10:06 PM,2h50m,1653,739
"CHICAGO, IL",ORD,"AUSTIN, TX",AUS,07:22 PM,10:22 PM,3h00m,511,73G
"CHICAGO, IL",ORD,"AUSTIN, TX",AUS,10:25 PM,01:24 AM,2h59m,474,320
"CHICAGO, IL",ORD,"BALTIMORE/ WASHINGTON, MD",BWI,06:25 AM,09:20 AM,1h55m,527,320
"CHICAGO, IL",ORD,"BALTIMORE/ WASHINGTON, MD",BWI,06:30 AM,09:28 AM,1h58m,1485,738
"CHICAGO, IL",ORD,"BALTIMORE/ WASHINGTON, MD",BWI,07:30 AM,10:30 AM,2h00m,527,319
"CHICAGO, IL",ORD,"BALTIMORE/ WASHINGTON, MD",BWI,01:56 PM,04:50 PM,1h54m,307,739
"CHICAGO, IL",ORD,"BALTIMORE/ WASHINGTON, MD",BWI,02:25 PM,05:23 PM,1h58m,1477,738
"CHICAGO, IL",ORD,"BALTIMORE/ WASHINGTON, MD",BWI,05:40 PM,08:31 PM,1h51m,597,320
"CHICAGO, IL",ORD,"BALTIMORE/ WASHINGTON, MD",BWI,05:40 PM,08:31 PM,1h51m,1454,320
"CHICAGO, IL",ORD,"BALTIMORE/ WASHINGTON, MD",BWI,05:45 PM,08:45 PM,2h00m,1480,739
"CHICAGO, IL",ORD,"BALTIMORE/ WASHINGTON, MD",BWI,09:05 PM,12:05 AM,2h00m,1650,739
"CHICAGO, IL",ORD,"BALTIMORE/ WASHINGTON, MD",BWI,09:10 PM,12:03 AM,1h53m,226,320
"CHICAGO, IL",ORD,"BALTIMORE/ WASHINGTON, MD",BWI,09:10 PM,12:10 AM,2h00m,1485,739
"CHICAGO, IL",ORD,"BEIJING, PEOPLE'S REPUBLIC OF CHINA",PEK,12:30 PM,04:25 PM,14h55m,851,777
"CHICAGO, IL",ORD,"BEIJING, PEOPLE'S REPUBLIC OF CHINA",PEK,01:40 PM,04:25 PM,13h45m,851,777
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,06:00 AM,09:24 AM,2h24m,1132,739
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,06:02 AM,09:21 AM,2h19m,496,319
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,07:30 AM,10:50 AM,2h20m,496,320
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,07:30 AM,10:51 AM,2h21m,1799,73G
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,07:32 AM,10:52 AM,2h20m,1812,738
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,09:11 AM,12:30 PM,2h19m,1705,320
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,09:30 AM,12:50 PM,2h20m,448,320
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,10:40 AM,02:00 PM,2h20m,532,738
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,10:40 AM,02:00 PM,2h20m,547,738
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,10:40 AM,02:06 PM,2h26m,1279,738
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,12:20 PM,03:43 PM,2h23m,578,320
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,12:22 PM,03:41 PM,2h19m,1279,320
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,01:45 PM,05:05 PM,2h20m,578,738
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,01:45 PM,05:11 PM,2h26m,1534,738
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,01:51 PM,05:17 PM,2h26m,1687,739
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,03:58 PM,07:30 PM,2h32m,1098,738
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,03:59 PM,07:18 PM,2h19m,1617,739
"CHICAGO, IL",ORD,"BOSTON, MA",BOS,05:48 PM,09:13 PM,2h25m,1112,738
